Turn,-1.33,-4.77,1.67,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,-1.25,-4.83,1.89,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,-1.4,-4.6,1.87,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,2.04,2.37,-1.06,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,1.37,2.75,-0.97,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,1.76,3.29,-1.22,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,1.83,2.36,-0.68,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,-2.1,-1.34,0.27,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,-2.12,-1.14,-0.03,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Acceleration,-0.32,3.04,-1.77,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,-1.4,-1.63,1.4,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,-3.91,-1.28,0.49,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Acceleration,-2.26,2.15,-1.69,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,-5.09,-4.59,0.77,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Turn,-1.85,-1.78,-0.92,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Acceleration,-0.77,2.86,-3.01,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
Acceleration,-2.16,-2.24,-2.66,0,1.56664E+12,12.98934963,77.70341813,24-08-2019
